01,33.993749,-85.991072,10.065725876154554,5.321312126982074
04,33.4124,-111.93473,7.380769230769228,5.4308133215323595
05,34.756189,-92.281296,9.322847989010986,3.8261994180449665
06,39.761538,-121.84162,11.279664008351515,9.34861231960705
09,41.399167,-73.443056,8.474401438081603,5.615680623341919
12,29.544722,-82.296111,8.195633691250395,3.5394187967603736
13,32.805408,-83.543521,10.140080370075427,22.022422933501996
16,43.600699,-116.347853,5.397031963770153,4.00183421510866
17,41.670992,-87.732457,10.237897296907587,4.984775572931767
19,42.501543,-92.316017,9.677408493047452,5.743063076987992
20,38.770081,-99.763424,9.445467626637555,6.028113410021037
21,38.45934,-82.64041,9.49623850099401,5.354495286709156
22,32.53626,-93.74891,9.584829786269141,4.585276955162369
23,46.696431,-68.033006,6.433938407578557,2.6149640539101013
25,42.452017,-73.255089,8.40235699360923,4.742061833438066
26,43.571391,-83.890721,8.770386714597883,3.599977690231854
27,47.972085,-89.69098,4.872883419444444,2.8778223799674145
28,34.82166,-89.98783,9.720963851138348,4.249513784215498
29,37.90084,-90.42388,9.616666666666665,3.653354622809015
30,47.494318,-111.303317,6.649011373015873,6.45128746588247
33,42.862536,-71.380172,9.945477206235006,4.043550755198277
34,39.923969,-75.122317,7.941184740365126,4.499214812345303
35,31.796111,-106.583889,3.823904404651154,2.638906869044082
36,42.64225,-73.75464,8.083320335764805,4.776767277951794
37,36.089004,-79.407821,7.899203385640506,3.537894803704439
39,38.794667,-83.533988,9.29374613218333,5.006696160192283
40,35.750735,-94.669697,9.468381937280185,4.0987819651424475
41,44.78822,-117.8446,6.53571920883841,5.73919894532886
42,40.46542,-79.960757,11.973244930337069,6.9311309389983125
45,32.941023,-79.657187,8.516190730451779,4.017359381015107
47,36.176326,-86.738902,9.721605629793512,3.690045431248516
48,29.51509,-98.620166,8.856840890676645,4.647064166865191
49,41.492707,-112.018863,7.149926297229792,6.002259450456209
51,38.07657,-78.50397,7.867552133394375,4.064349189888542
53,47.12,-118.3819,7.0729500004752035,12.296047505072144
54,38.448833,-81.684717,10.555343041050902,5.414983213646326
55,44.50729,-87.99344,7.012241229743388,4.892231420938531
